state,latitude,longitude,city,name,status,founded_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,avg_participants,is_top500,id,funding_duration_first,funding_duration_last,broad_category,funding_category
New York,42.4898278,-71.1993106,New York,Eyeview,operating,2007-11-01,2008-06-01,2013-07-25,0.58,5.73,4.19,4.84,12,5,19350001,2,NY,advertising,1,1,1,1,1,3.2,1,138,213,2093,Service,High
California,37.543588,-122.30569,San Mateo,Caring.com,operating,2007-01-01,2007-09-01,2013-05-24,0.67,6.4,3.7,4.84,15,4,23519998,2,CA,health,0,0,1,1,0,2.0,1,139,243,2335,Service,High
California,37.7480094,-122.4185343,San Francisco,Safe Shepherd,closed,2011-10-01,2011-12-06,2013-01-01,0.18,1.25,1.42,1.42,9,2,100000,1,CA,web,0,1,0,0,0,1.0,1,140,66,458,Software,Low
Illinois,40.349457,-88.986137,Chicago,eSpark,operating,2010-05-18,2012-09-03,2012-09-03,2.3,2.3,2.21,2.3,2,1,5700000,2,IL,education,0,0,1,0,0,4.0,1,141,839,839,Service,Medium
Georgia,34.070164,-84.058708,Duluth,Clearleap,operating,2007-07-01,2008-03-01,2013-11-13,0.67,6.38,0.67,6.38,17,6,40806300,2,GA,software,1,0,1,0,1,2.33,1,142,244,2327,Software,High
Massachusetts,42.230171,-71.530106,Boston,Quantopian,operating,2011-01-01,2012-01-23,2013-10-02,1.06,2.75,1.08,1.08,3,3,10949999,1,MA,web,0,0,1,0,0,2.0,1,143,387,1005,Software,Medium
California,36.116203,-119.681564,San Francisco,KIXEYE,operating,2007-01-01,2008-11-18,2011-08-03,1.88,4.59,5.75,6.7,16,2,19000000,2,CA,games_video,0,0,1,0,1,2.0,1,144,687,1675,Software,High
Missouri,38.456085,-92.288368,St. Louis,IDC Projects,operating,2008-09-01,2012-08-01,2012-08-01,3.92,3.92,1.33,1.33,3,1,50000,1,MO,advertising,0,1,0,0,0,1.0,1,145,1430,1430,Service,Low
New York,42.165726,-74.948051,New York,Checkmarx,operating,2006-01-01,2011-10-10,2013-11-12,5.78,7.87,0.33,0.33,4,2,8000000,1,NY,security,1,0,0,0,0,2.0,1,146,2108,2872,Service,Medium
Utah,40.4273613,-111.8967224,Lehi,Kynetx,operating,2007-08-01,2009-10-29,2009-10-29,2.25,2.25,3.17,3.54,8,1,2000000,2,UT,software,0,0,1,0,0,1.0,0,147,820,820,Software,Low
California,36.116203,-119.681564,San Bruno,CheckInOn.Me,operating,2010-11-25,2012-04-01,2012-04-17,1.35,1.39,1.1,1.1,3,2,70000,1,CA,health,0,1,0,0,0,1.0,0,148,493,509,Service,Low
California,37.5578084,-121.9840176,Fremont,KaChing!,operating,2012-01-01,2013-11-01,2013-11-01,1.84,1.84,1.0,1.0,5,1,1500000,1,CA,mobile,0,0,0,0,0,2.0,1,149,670,670,software,Low
Washington,47.651315,-122.3498959,Seattle,Datacastle,operating,2005-10-25,2008-11-19,2012-12-09,3.07,7.13,-0.07,5.13,3,5,14500000,2,WA,enterprise,1,0,1,0,0,1.0,0,150,1121,2602,Software,High
California,36.116203,-119.681564,Burlingame,Cleave Biosciences,operating,2010-01-01,2011-10-11,2013-04-09,1.78,3.27,1.0,1.0,4,3,69476000,1,CA,biotech,0,0,1,0,0,4.33,1,151,648,1194,software,High
Washington,47.603577,-122.335333,Seattle,RescueTime,operating,2007-04-01,2007-10-14,2008-09-01,0.54,1.42,1.08,5.76,13,2,920000,3,WA,web,0,1,1,0,0,3.5,1,152,196,519,Software,Low
Massachusetts,42.230171,-71.530106,Boston,OvaScience,operating,2011-01-01,2011-10-11,2013-03-28,0.78,2.24,0.0,0.0,6,5,83403542,1,MA,biotech,1,0,1,1,1,5.0,1,153,283,817,software,High
California,36.116203,-119.681564,San Francisco,Robot App Store,operating,2011-06-01,2012-12-11,2012-12-11,1.53,1.53,0.0,1.53,0,1,250000,2,CA,mobile,1,0,0,0,0,1.0,0,154,559,559,software,Low
New Jersey,40.7422769,-74.1821745,Newark,Phone.com,operating,2007-09-01,2013-03-12,2013-03-12,5.53,5.53,0.21,5.75,12,1,2000000,3,NJ,mobile,0,0,1,0,0,2.0,1,155,2019,2019,software,Low
New York,42.165726,-74.948051,New York,Taboola,operating,2007-01-01,2007-11-01,2013-02-19,0.83,6.14,4.84,6.68,24,5,40000000,3,NY,photo_video,0,0,1,1,1,1.8,1,156,304,2241,Software,High
California,36.116203,-119.681564,San Mateo,Love With Food,operating,2012-01-01,2011-10-01,2012-07-10,-0.25,0.52,-0.17,0.05,3,2,695000,2,CA,ecommerce,0,1,0,0,0,5.0,1,157,-92,191,Software,Low
Missouri,38.456085,-92.288368,Saint Louis,RollSale,closed,2011-06-01,2011-08-01,2012-05-17,0.17,0.96,0.76,0.76,3,2,150000,1,MO,automotive,0,1,0,0,0,1.0,1,159,61,351,Service,Low
California,36.116203,-119.681564,Sunnyvale,Kuznech,operating,2011-08-01,2011-08-01,2012-08-20,0.0,1.05,0.21,0.21,4,3,1925000,1,CA,search,0,1,0,0,0,2.67,0,160,0,385,Software,Low
Washington DC,38.8951,-77.0364,Washington,Contactually,closed,2011-07-01,2013-03-06,2013-03-06,1.68,1.68,1.82,1.82,3,1,1000000,1,DC,software,0,1,0,0,0,3.0,1,161,614,614,Software,Low
New York,40.7564745,-73.9859448,New York City,SeamlessDocs (bizodo),operating,2011-07-15,2011-02-10,2013-01-01,-0.42,1.47,0.0,1.36,4,5,1510000,2,NY,enterprise,0,1,0,0,0,1.0,1,162,-155,536,Software,Low
California,36.116203,-119.681564,Venice Beach,PromoJam,operating,2009-06-09,2008-07-01,2012-03-21,-0.94,2.78,3.12,3.12,7,2,1700000,1,CA,enterprise,0,1,1,0,0,2.0,1,163,-343,1016,Software,Low
California,37.7618242,-122.3985871,San Francisco,Martini Media Inc,operating,2007-01-01,2008-10-24,2013-08-27,1.81,6.66,4.93,6.74,24,5,41290000,3,CA,advertising,1,0,1,1,0,3.25,1,165,662,2430,Service,High
Texas,31.054487,-97.563461,Austin,Vobi,operating,2011-01-01,2012-12-21,2012-12-21,1.97,1.97,2.01,2.25,3,1,1500000,2,TX,mobile,0,0,1,0,0,1.0,0,166,720,720,software,Low
California,37.444531,-122.163352,Palo Alto,Project Playlist,operating,2006-02-01,2007-09-01,2008-11-10,1.58,2.78,3.5,4.51,18,2,3000000,3,CA,games_video,0,0,1,1,0,2.0,0,167,577,1013,Software,Medium
Connecticut,41.597782,-72.755371,Norwalk,Datto,operating,2007-01-01,2013-09-03,2013-09-03,6.68,6.68,5.64,5.92,9,1,25000000,2,CT,software,0,0,1,0,0,1.0,1,168,2437,2437,Software,High
Massachusetts,42.230171,-71.530106,Boston,SAGE Therapeutics,operating,2011-01-01,2011-10-18,2013-10-16,0.79,2.79,0.67,0.67,6,2,55000000,1,MA,biotech,0,0,1,1,0,1.5,1,169,290,1019,software,High
New York,42.165726,-74.948051,New York,EcoSense Lighting,operating,2008-01-01,2011-01-31,2013-08-27,3.08,5.66,5.01,5.01,4,4,31572684,1,NY,cleantech,1,0,0,1,0,1.0,1,170,1126,2065,Business,High
California,36.116203,-119.681564,Redwood City,Tidemark,operating,2009-01-01,2011-10-18,2013-08-01,2.79,4.58,1.08,4.58,8,3,41000000,2,CA,analytics,0,0,0,1,1,3.0,1,171,1020,1673,Software,High
Washington,47.634377,-122.340781,Seattle,Remitly,operating,2011-05-01,2011-10-27,2013-01-03,0.49,1.68,0.49,1.69,4,4,5000000,3,WA,mobile,1,1,0,0,0,2.75,1,172,179,613,software,Medium
New York,40.756799,-73.9763479,New York,MediaMath,operating,2007-01-01,2008-03-05,2011-03-09,1.18,4.19,4.22,6.07,15,5,26876550,3,NY,advertising,1,0,1,1,0,1.75,1,173,429,1528,Service,High
New York,42.165726,-74.948051,New York,GoChime,operating,2011-01-01,2011-11-01,2011-12-20,0.83,0.97,0.0,0.97,5,2,1048500,2,NY,advertising,0,1,0,0,0,4.0,1,174,304,353,Service,Low
California,36.116203,-119.681564,Redwood City,Dermira,operating,2010-01-01,2011-10-20,2013-06-11,1.8,3.44,3.0,3.0,12,5,118237738,1,CA,biotech,1,0,1,1,1,2.25,1,175,657,1257,software,High
Massachusetts,42.230171,-71.530106,Boston,Boundless,operating,2012-04-01,2012-04-01,2012-04-05,0.0,0.01,0.08,0.99,8,2,9700000,2,MA,education,0,0,1,0,0,4.5,1,176,0,4,Service,Medium
California,36.116203,-119.681564,Cupertino,Ensighten,operating,2009-01-01,2012-09-12,2012-09-12,3.7,3.7,3.31,3.31,0,1,15500000,1,CA,enterprise,0,0,1,0,0,5.0,1,177,1350,1350,Software,High
Washington,47.400902,-121.490494,Seattle,FlexMinder,closed,2011-01-01,2011-11-01,2013-01-30,0.83,2.08,2.0,2.0,5,3,1570000,1,WA,health,0,1,1,0,0,2.5,1,178,304,760,Service,Low
Pennsylvania,40.1136896,-74.8962109,"Bristol,",Asset Vue LLC.,operating,2011-08-11,2011-10-23,2011-10-23,0.2,0.2,-0.03,-0.03,4,1,200000,1,PA,hardware,1,0,0,0,0,1.0,0,179,73,73,Hardware,Low
Massachusetts,42.591704,-71.319348,Chelmsford,OurStage,operating,2006-10-01,2008-04-03,2012-12-06,1.51,6.19,0.58,4.02,4,6,28231937,3,MA,music,1,0,1,1,0,1.0,0,180,550,2258,Service,High
California,36.116203,-119.681564,Palo Alto,WeVideo,operating,2011-04-01,2011-11-02,2012-04-20,0.59,1.05,0.55,1.9,7,2,20304200,3,CA,enterprise,1,0,0,0,0,1.0,0,181,215,385,Software,High
New York,40.7255448,-74.0089706,New York,Trendabl,operating,2012-01-01,2012-05-21,2012-10-10,0.39,0.78,0.67,1.86,5,2,1655000,2,NY,fashion,1,0,0,0,0,4.0,1,182,141,283,Business,Low
Massachusetts,42.230171,-71.530106,Cambridge,InCrowd,closed,2010-10-01,2012-01-12,2012-09-05,1.28,1.93,0.5,1.93,4,2,2501250,3,MA,analytics,0,0,1,0,0,1.5,1,183,468,705,Software,Medium
Oregon,45.5475542,-122.7139442,Portland,Conscious Box,operating,2011-07-01,2013-04-27,2013-04-27,1.82,1.82,1.82,1.82,5,1,400000,1,OR,ecommerce,0,1,0,0,0,1.0,0,184,666,666,Software,Low
Maryland,39.063946,-76.802101,Fulton,Sonatype,operating,2008-01-01,2008-06-30,2012-07-10,0.5,4.53,4.31,5.03,12,3,40900000,3,MD,software,0,0,1,1,1,4.5,1,185,181,1652,Software,High
California,37.803847,-122.402468,San Francisco,GameLayers,operating,2007-07-01,2007-10-01,2008-06-01,0.25,0.92,0.87,3.05,6,2,2000000,3,CA,web,0,1,1,0,0,2.5,1,186,92,336,Software,Low
California,36.116203,-119.681564,San Francisco,Ludei,operating,2011-01-01,2011-01-01,2013-06-26,0.0,2.48,0.16,2.9,4,2,3500000,3,CA,games_video,0,0,0,0,0,2.0,0,187,0,907,Software,Medium
California,37.506475,-122.259932,San Carlos,Zuberance,operating,2007-02-01,2008-11-24,2010-10-26,1.81,3.73,4.6,5.53,11,2,12000000,2,CA,advertising,0,0,1,1,0,2.0,1,188,662,1363,Service,High
California,36.116203,-119.681564,Los Angeles,Mention Mobile,operating,2011-01-01,2011-11-08,2012-04-12,0.85,1.28,0.0,1.26,2,2,250000,3,CA,mobile,1,1,0,0,0,1.0,1,189,311,467,software,Low
California,36.116203,-119.681564,San Francisco,Storenvy,closed,2009-10-26,2011-01-27,2013-02-12,1.25,3.3,3.02,3.12,12,2,6525000,3,CA,ecommerce,0,0,1,0,0,6.5,1,190,458,1205,Software,Medium
California,36.116203,-119.681564,Menlo Park,Progreso Financiero,operating,2005-06-01,2010-07-08,2013-09-10,5.1,8.28,6.59,6.59,4,4,123000000,1,CA,finance,1,0,0,0,0,2.75,1,191,1863,3023,Service,High
Massachusetts,42.230171,-71.530106,Arlington,WindPole Ventures,operating,2008-07-31,2010-01-01,2010-01-01,1.42,1.42,3.24,3.24,1,1,1025000,1,MA,analytics,0,0,1,0,0,3.0,0,192,519,519,Software,Low
Ohio,40.388783,-82.764915,Twinsburg,SpearFysh,operating,2011-05-09,2011-10-27,2013-09-10,0.47,2.34,1.65,1.65,4,2,14050000,1,OH,software,1,0,0,0,0,1.0,1,194,171,855,Software,High
Washington,47.400902,-121.490494,Seattle,Navigating Cancer,operating,2008-01-01,2011-10-27,2012-09-24,3.82,4.73,1.0,1.0,10,2,5250000,1,WA,health,0,0,0,1,0,1.0,1,195,1395,1728,Service,Medium
New York,40.749038,-73.994379,New York,Genesis Media,operating,2010-01-01,2012-09-26,2013-07-17,2.74,3.54,3.52,3.54,8,2,6000000,2,NY,advertising,1,0,1,0,0,2.0,0,196,999,1293,Service,Medium
Washington,47.400902,-121.490494,Seattle,GroupTalent,operating,2011-03-01,2011-11-01,2013-02-14,0.67,1.96,0.0,2.15,5,2,1000000,2,WA,software,0,1,0,0,0,2.0,1,197,245,716,Software,Low
California,37.553743,-122.300246,San Mateo,DNN Corp,operating,2006-09-01,2008-11-21,2012-07-01,2.22,5.84,2.24,6.86,21,3,10338000,3,CA,software,1,0,1,1,0,2.0,1,198,812,2130,Software,Medium
California,36.116203,-119.681564,San Francisco,Mieple,operating,2011-01-01,2013-03-12,2013-03-12,2.19,2.19,0.73,0.83,1,1,1400100,2,CA,web,1,0,0,0,0,1.0,1,199,801,801,Software,Low
New York,42.165726,-74.948051,New York,Levo League,operating,2011-07-01,2012-03-16,2012-03-16,0.71,0.71,0.84,1.13,14,1,1000000,2,NY,other,0,1,0,0,0,3.0,0,200,259,259,Business,Low
Texas,31.054487,-97.563461,Austin,Quarri Technologies,closed,2007-01-01,2010-01-28,2013-11-20,3.08,6.89,-8.01,-8.01,12,4,6577232,1,TX,security,1,0,0,1,1,1.5,0,201,1123,2515,Service,Medium
Maryland,39.063946,-76.802101,Baltimore,SameGrain,closed,2011-01-01,2012-10-01,2013-10-01,1.75,2.75,1.0,2.81,4,2,325000,2,MD,web,0,1,0,0,0,1.0,0,202,639,1004,Software,Low
California,36.116203,-119.681564,Palo Alto,Iddiction,operating,2011-10-01,2011-11-01,2011-11-01,0.08,0.08,0.7,0.7,9,1,3500000,1,CA,games_video,0,0,0,0,0,7.0,1,203,31,31,Software,Medium
New York,40.65,-73.95,New York,Docracy,operating,2011-01-01,2011-11-03,2013-01-03,0.84,2.01,0.39,2.21,4,2,850000,3,NY,web,1,1,0,0,0,4.0,1,204,306,733,Software,Low
California,36.116203,-119.681564,Los Angeles,Nasty Gal,operating,2006-11-01,2012-03-05,2012-08-26,5.35,5.82,5.92,6.39,7,2,49000000,2,CA,fashion,0,0,1,1,0,1.0,1,205,1951,2125,Business,High
Oregon,44.572021,-122.070938,Portland,Hively,operating,2011-05-09,2011-11-04,2011-11-04,0.49,0.49,0.35,0.35,2,1,25000,1,OR,web,0,1,0,0,0,1.0,0,206,179,179,Software,Low
New Hampshire,43.452492,-71.563896,NASHUA,Pneuron,operating,2010-01-01,2011-11-04,2013-03-05,1.84,3.18,1.0,1.0,5,2,7250000,1,NH,enterprise,1,0,0,1,0,1.0,1,207,672,1159,Software,Medium
New York,38.984172,-77.095965,New York,WEbook,operating,2007-01-01,2007-05-01,2008-09-17,0.33,1.71,1.71,3.67,5,2,5000000,3,NY,web,0,1,1,0,0,2.0,1,209,120,625,Software,Medium
New York,42.3872528,-71.2403627,New York,Heartbeat,closed,2011-01-01,2011-05-01,2011-05-01,0.33,0.33,-21.01,-21.01,2,1,20000,1,NY,ecommerce,0,1,0,0,0,1.0,1,210,120,120,Software,Low
California,37.7749295,-122.4194155,San Francisco,Omada Health,operating,2011-01-01,2011-05-01,2013-03-21,0.33,2.22,2.22,2.38,6,3,5520000,2,CA,health,0,1,1,0,0,4.0,1,211,120,810,Service,Medium
New York,42.165726,-74.948051,New York,Docphin,operating,2010-07-01,2012-01-01,2012-09-15,1.5,2.21,-0.08,1.86,3,2,1000000,2,NY,mobile,0,1,0,0,0,1.0,1,212,549,807,software,Low
California,36.116203,-119.681564,Irvine,BuzzMob,operating,2010-12-01,2012-03-15,2012-10-16,1.29,1.88,2.17,2.25,7,2,2000000,2,CA,social,1,0,0,0,0,1.0,0,213,470,685,Software,Low
Maryland,39.063946,-76.802101,Columbia,Uppidy,closed,2011-01-01,2013-03-20,2013-03-20,2.22,2.22,0.0,0.0,3,1,600000,1,MD,mobile,0,1,0,0,0,4.0,1,214,809,809,software,Low
Texas,31.054487,-97.563461,Frisco,Koupon Media,operating,2011-03-01,2011-11-09,2012-04-09,0.69,1.11,1.25,1.25,6,2,6500000,1,TX,mobile,0,0,1,1,0,2.0,1,215,253,405,software,Medium
New Jersey,40.298904,-74.521011,Atlantic Highlands,Hulafrog,operating,2010-05-01,2013-05-22,2013-05-22,3.06,3.06,0.67,0.67,4,1,500000,1,NJ,web,0,1,0,0,0,3.0,0,216,1117,1117,Software,Low
North Carolina,35.836535,-78.687916,Raleigh,Royalty Exchange,closed,2011-08-01,2012-11-30,2013-07-15,1.33,1.96,1.33,1.98,13,2,2202090,2,NC,finance,0,1,1,0,0,1.0,1,217,487,714,Service,Medium
Massachusetts,42.3948825,-71.1457662,Cambridge,MineralTree,operating,2010-01-01,2011-11-09,2012-06-27,1.85,2.49,2.49,3.21,6,2,7800000,3,MA,analytics,1,0,1,0,0,1.5,1,218,677,908,Software,Medium
California,36.116203,-119.681564,San Francisco,Bevalley,operating,2010-03-01,2010-03-01,2010-03-01,0.0,0.0,0.0,1.94,3,1,1700000,2,CA,analytics,0,0,1,0,0,1.0,0,219,0,0,Software,Low
California,36.116203,-119.681564,Burlingame,Nexgate,operating,2011-05-30,2011-07-01,2013-04-09,0.09,1.86,0.9,1.84,2,4,4300000,2,CA,enterprise,0,1,1,0,0,1.25,1,220,32,680,Software,Medium
California,36.116203,-119.681564,Palo Alto,StartX,closed,2009-01-01,2012-08-23,2013-09-04,3.64,4.68,4.1,4.25,11,3,4800000,2,CA,nonprofit,1,0,0,0,0,2.0,1,221,1330,1707,Service,Medium
California,36.116203,-119.681564,San Francisco,Zirtual,closed,2011-01-31,2013-01-14,2013-01-14,1.96,1.96,1.42,1.42,5,1,2000000,2,CA,ecommerce,0,0,1,0,0,3.0,1,222,714,714,Software,Low
California,36.116203,-119.681564,San Francisco,SiteBrains,operating,2010-08-01,2010-08-01,2010-08-01,0.0,0.0,0.0,0.0,1,1,350000,1,CA,software,0,1,0,0,0,2.0,0,223,0,0,Software,Low
Georgia,33.040619,-83.643074,Alpharetta,simplifyMD,operating,2006-01-01,2011-11-14,2013-05-31,5.87,7.42,7.91,7.91,3,2,5800000,1,GA,hardware,1,0,1,0,0,1.0,1,224,2143,2707,Hardware,Medium
California,37.3792486,-122.1151274,San Francisco,Fanminder,closed,2008-10-03,2011-11-01,2011-11-01,3.08,3.08,3.08,3.08,2,1,1000000,1,CA,advertising,0,1,0,0,0,1.0,1,225,1124,1124,Service,Low
California,36.116203,-119.681564,San Francisco,Boundary,operating,2010-12-01,2011-11-15,2012-07-10,0.96,1.61,1.13,2.4,9,3,19100000,3,CA,enterprise,1,0,1,1,0,1.33,1,226,349,587,Software,High
Texas,30.27995,-97.807274,Austin,Virtual Bridges,closed,2006-01-01,2010-01-21,2010-01-21,4.06,4.06,5.76,7.67,18,1,4000000,2,TX,software,0,0,1,0,0,1.0,1,227,1481,1481,Software,Medium
California,36.116203,-119.681564,San Francisco,Brit + Co.,operating,2011-11-01,2012-04-30,2013-06-25,0.5,1.65,0.91,1.17,3,2,7550000,2,CA,ecommerce,0,1,1,0,0,6.5,1,228,181,602,Software,Medium
Pennsylvania,40.590752,-77.209755,Bethlehem,Viddler,operating,2006-02-01,2010-02-03,2012-04-06,4.01,6.18,0.93,4.02,5,2,344638,2,PA,photo_video,1,0,0,0,0,1.0,1,229,1463,2256,Software,Low
New York,42.165726,-74.948051,New York,Surreal Games,operating,2011-08-15,2011-08-15,2011-08-15,0.0,0.0,0.47,0.47,3,1,150000,1,NY,games_video,0,1,0,0,0,1.0,0,230,0,0,Software,Low
California,36.116203,-119.681564,San Francisco,Scripted,closed,2011-05-01,2011-11-29,2013-06-04,0.58,2.1,0.67,0.79,7,3,5500000,2,CA,ecommerce,1,1,1,0,0,4.0,1,231,212,765,Software,Medium
California,36.116203,-119.681564,Los Altos,Catalog Spree,operating,2010-01-01,2011-03-05,2011-11-17,1.17,1.88,2.33,2.8,7,2,7800000,2,CA,ecommerce,0,1,1,0,0,3.0,1,232,428,685,Software,Medium
California,36.116203,-119.681564,San Francisco,Fanitics,operating,2010-09-01,2013-04-01,2013-04-01,2.58,2.58,0.17,0.17,2,1,25000,1,CA,games_video,1,0,0,0,0,1.0,0,233,943,943,Software,Low
California,36.116203,-119.681564,San Francisco,Keen IO,operating,2011-12-01,2012-01-01,2013-10-23,0.08,1.9,1.9,1.93,7,3,3218000,2,CA,analytics,0,1,0,0,0,8.33,1,234,31,692,Software,Medium
New York,40.724933,-73.996577,New York,Bug Labs,operating,2006-01-01,2006-04-09,2011-01-31,0.27,5.08,2.16,7.01,20,4,7500000,4,NY,hardware,1,0,1,0,1,2.0,1,235,98,1856,Hardware,Medium
Connecticut,41.597782,-72.755371,Westport,"deets, Inc.",operating,2011-02-08,2012-11-25,2012-11-25,1.8,1.8,-0.41,1.94,2,1,1500000,3,CT,mobile,0,0,1,0,0,1.0,1,236,656,656,software,Low
California,36.116203,-119.681564,Palo Alto,Revel Touch,operating,2011-04-01,2011-08-01,2012-08-21,0.33,1.39,1.39,1.48,11,2,10000000,2,CA,ecommerce,0,1,1,0,0,2.0,1,237,122,508,Software,Medium
California,36.116203,-119.681564,San Francisco,Gumroad,operating,2011-01-01,2012-02-08,2012-05-07,1.1,1.35,1.35,2.83,6,2,8100000,2,CA,web,0,1,1,0,0,5.0,1,238,403,492,Software,Medium
Connecticut,41.7305287,-72.7999908,Farmington,eVariant,operating,2008-10-29,2011-11-21,2012-06-01,3.06,3.59,3.01,3.11,7,2,7900000,2,CT,medical,1,0,1,0,0,1.0,0,239,1118,1311,Service,Medium
Massachusetts,42.3736158,-71.1097335,Somerville,Formlabs,operating,2011-01-01,2011-11-23,2013-10-24,0.89,2.81,2.81,2.81,4,3,22300000,1,MA,hardware,1,0,1,0,0,4.0,1,240,326,1027,Hardware,High
New York,42.165726,-74.948051,New York,Nomorerack.com,operating,2010-11-03,2012-11-30,2013-10-31,2.08,2.99,1.16,2.99,3,2,52000000,3,NY,ecommerce,0,0,1,1,0,1.5,1,241,758,1093,Software,High
California,36.116203,-119.681564,San Francisco,ClassDojo,closed,2011-06-01,2011-10-06,2012-08-15,0.35,1.21,2.21,2.21,3,2,1600000,1,CA,education,0,1,0,0,0,5.5,1,242,127,441,Service,Low
California,36.116203,-119.681564,PALO ALTO,MOTWIN,operating,2008-02-01,2010-06-01,2013-09-03,2.33,5.59,4.33,5.57,7,3,9403600,2,CA,mobile,0,1,0,1,0,2.5,1,243,851,2041,software,Medium
New Hampshire,43.452492,-71.563896,Nashua,Kona DataSearch,operating,2011-02-15,2011-02-15,2011-02-15,0.0,0.0,-0.04,-0.04,2,1,500000,1,NH,enterprise,0,1,0,0,0,1.0,0,244,0,0,Software,Low
Louisiana,31.169546,-91.867805,New Orleans,Kickboard,operating,2009-01-01,2010-07-01,2013-02-27,1.5,4.16,4.09,4.16,2,2,2100000,2,LA,education,0,1,1,0,0,1.5,0,245,546,1518,Service,Medium
Ohio,40.388783,-82.764915,Cleveland,StreamLink Software,operating,2008-01-01,2013-04-17,2013-04-17,5.3,5.3,1.0,5.43,2,1,1513946,2,OH,software,0,0,1,0,0,1.0,0,246,1933,1933,Software,Low
Texas,29.787991,-95.598441,Houston,Plura Processing,operating,2007-09-01,2008-05-01,2008-05-01,0.67,0.67,5.84,5.84,2,1,750000,1,TX,software,0,1,0,0,0,1.0,0,247,243,243,Software,Low
Pennsylvania,40.590752,-77.209755,Carbondale,Prova Systems,operating,2010-06-15,2011-01-01,2012-10-03,0.55,2.3,0.71,0.71,2,3,135000,1,PA,software,0,0,0,0,0,1.0,1,248,200,841,Software,Low
New York,42.165726,-74.948051,New York,Spling,operating,2011-01-01,2011-02-01,2011-12-05,0.08,0.93,2.0,2.0,7,3,475000,1,NY,advertising,0,1,0,0,0,2.33,1,249,31,338,Service,Low
Florida,27.766279,-81.686783,Miami,Senzari,operating,2010-01-01,2011-12-02,2012-05-10,1.92,2.36,2.67,3.16,1,2,3000000,2,FL,mobile,1,0,0,0,0,1.0,1,250,700,860,software,Medium
Florida,27.766279,-81.686783,Miami,Intellocorp,operating,2011-06-10,2012-05-01,2012-05-01,0.89,0.89,-1.28,-1.28,6,1,300000,1,FL,enterprise,0,1,0,0,0,1.0,0,251,326,326,Software,Low
Pennsylvania,40.590752,-77.209755,Philadelphia,Flirq,operating,2011-09-01,2011-09-12,2012-02-01,0.03,0.42,0.0,0.58,1,2,50000,2,PA,web,0,1,0,0,0,1.0,1,252,11,153,Software,Low
Pennsylvania,40.590752,-77.209755,Philadelphia,Kwelia,closed,2010-10-21,2011-09-08,2011-09-08,0.88,0.88,0.86,0.86,3,1,20000,1,PA,real_estate,0,1,0,0,0,2.0,1,253,322,322,Business,Low
Texas,31.054487,-97.563461,Austin,tweetTV,operating,2011-11-01,2012-03-27,2012-03-27,0.4,0.4,-2.08,-2.08,1,1,750000,1,TX,social,0,1,0,0,0,1.0,0,255,147,147,Software,Low
California,36.116203,-119.681564,San Francisco,Iron.io,operating,2011-07-01,2011-12-07,2011-12-07,0.44,0.44,0.0,0.0,4,1,1620000,1,CA,enterprise,0,0,0,0,0,9.0,1,256,159,159,Software,Low
California,37.477008,-122.151599,Menlo Park,Poshmark,operating,2011-02-01,2011-02-01,2012-12-04,0.0,1.84,0.04,2.78,7,2,15500000,3,CA,fashion,0,0,1,1,0,4.0,1,257,0,672,Business,High
Pennsylvania,40.590752,-77.209755,Philadelphia,OneAway,operating,2011-09-01,2011-09-01,2011-09-01,0.0,0.0,0.0,0.0,3,1,20000,1,PA,mobile,0,1,0,0,0,1.0,1,258,0,0,software,Low
Illinois,40.349457,-88.986137,Chicago,Fooda,operating,2011-01-01,2011-05-01,2011-05-01,0.33,0.33,2.25,2.25,7,1,1000000,1,IL,enterprise,0,1,0,0,0,1.0,1,259,120,120,Software,Low
New York,40.7275169,-74.0057193,New York,BlazeMeter,closed,2011-12-06,2011-12-06,2011-12-06,0.0,0.0,1.07,1.48,6,1,1200000,2,NY,enterprise,0,0,1,0,0,1.0,0,260,0,0,Software,Low
California,37.404903,-122.113167,Mountain View,MindSumo,closed,2011-11-01,2012-03-01,2012-03-01,0.33,0.33,0.0,0.0,4,1,1000000,1,CA,web,0,1,0,0,0,5.0,1,261,121,121,Software,Low
California,34.420316,-119.688412,Santa Barbara,LetsCram,operating,2007-01-01,2007-01-01,2009-01-19,0.0,2.05,0.83,0.83,4,2,655000,1,CA,web,0,1,0,0,0,3.0,0,262,0,749,Software,Low
Massachusetts,42.230171,-71.530106,Cambridge,Lemonwise,operating,2011-07-01,2011-05-13,2011-05-13,-0.13,-0.13,0.0,0.0,1,1,15000,1,MA,web,0,1,0,0,0,1.0,1,263,-49,-49,Software,Low
Illinois,40.349457,-88.986137,Chicago,TradingView,closed,2011-09-01,2013-05-01,2013-05-01,1.67,1.67,-1.0,0.71,3,1,118000,2,IL,web,0,1,0,0,0,1.0,1,264,608,608,Software,Low
